x,y,hate,y
nookie,-100,"'hebro',",-10
noonan,-100,"'hebros',",-10
nooner,-100,"'wop',",-10
nude,-100,"'wops',",-10
nudger,-100,"'chink',",-10
nuke,-100,"'chinks',",-10
nutfucker,-100,"'sideways pussy',",-10
nymph,-100,"'sideways pussies',",-10
ontherag,-100,"'paleface',",-10
orga,-100,"'palefaces',",-10
orgasim,-100,"'wagon burner',",-10
osama,-100,"'wagon burners',",-10
palesimian,-100,"'nigra',",-10
palestinian,-100,"'nigras',",-10
pansies,-100,"'spic',",-10
pansy,-100,"'spics',",-10
panti,-100,"'jocky',",-10
payo,-100,"'jockies',",-10
pearlnecklace,-100,"'kraut',",-10
peck,-100,"'krauts',",-10
peckerwood,-100,"'steek',",-10
peehole,-100,"'steeks',",-10
pee-pee,-100,"'coolie',",-10
peepshow,-100,"'coolies',",-10
peepshpw,-100,"'gooky',",-10
pendy,-100,"'gookies',",-10
peni5,-100,"'octaroon',",-10
penises,-100,"'octaroons',",-10
penthouse,-100,"'bint',",-10
period,-100,"'bints',",-10
perv,-100,"'shit heel',",-10
phonesex,-100,"'shit heels',",-10
phuk,-100,"'squaw',",-10
phuked,-100,"'squaws',",-10
phuking,-100,"'bog trotter',",-10
phukked,-100,"'bog trotters',",-10
phukking,-100,"'Oriental',",-10
phungky,-100,"'Orientals',",-10
phuq,-100,"'halfrican',",-10
pi55,-100,"'halfricans',",-10
picaninny,-100,"'paddy',",-10
piccaninny,-100,"'paddies',",-10
pickaninny,-100,"'groid',",-10
piker,-100,"'groids',",-10
pikey,-100,"'jiggabo',",-10
piky,-100,"'jiggabos',",-10
pimped,-100,"'jigg',",-10
pimper,-100,"'jiggs',",-10
pimpjuic,-100,"'jant',",-10
pimpjuice,-100,"'jants',",-10
pimpsimp,-100,"'spide',",-10
pindick,-100,"'spides',",-10
pisser,-100,"'camel humper',",-10
pisses,-100,"'camel humpers',",-10
pisshead,-100,"'white nigger',",-10
pissin,-100,"'white niggers',",-10
pissing,-100,"'ZOG',",-10
pistol,-100,"'ZOGs',",-10
pixie,-100,"'diaper head',",-10
pixy,-100,"'diaper heads',",-10
playboy,-100,"'heeb',",-10
playgirl,-100,"'heebs',",-10
pocha,-100,"'Christ killer',",-10
pocho,-100,"'Christ killers',",-10
pocketpool,-100,"'piker',",-10
pohm,-100,"'pikers',",-10
pom,-100,"'higger',",-10
pommie,-100,"'higgers',",-10
pommy,-100,"'lemonhead',",-10
poo,-100,"'lemonheads',",-10
poop,-100,"'Hun',",-10
pooper,-100,"'Huns',",-10
pooperscooper,-100,"'popolo',",-10
pooping,-100,"'popolos',",-10
poorwhitetrash,-100,"'cowboy killer',",-10
popimp,-100,"'cowboy killers',",-10
porchmonkey,-100,"'jhant',",-10
pornflick,-100,"'jhants',",-10
pornking,-100,"'eyetie',",-10
pornprincess,-100,"'eyeties',",-10
poverty,-100,"'mockey',",-10
premature,-100,"'mockies',",-10
pric,-100,"'alligator bait',",-10
prickhead,-100,"'alligator baits',",-10
primetime,-100,"'Jap',",-10
propaganda,-100,"'Japs',",-10
pros,-100,"'shanty Irish',",-10
protestant,-100,"'shanty Irishes',",-10
pu55i,-100,"'redlegs',",-10
pu55y,-100,"'mulignan',",-10
pubiclice,-100,"'mulignans',",-10
pud,-100,"'jockie',",-10
pudboy,-100,"'mangia cake',",-10
pudd,-100,"'mangia cakes',",-10
puddboy,-100,"'moulinyan',",-10
puke,-100,"'moulinyans',",-10
puntang,-100,"'nigar',",-10
purinapricness,-100,"'nigars',",-10
pussie,-100,"'darkey',",-10
pussycat,-100,"'gurrier',",-10
pussyeater,-100,"'gurriers',",-10
pussyfucker,-100,"'lubra',",-10
pussylicker,-100,"'lubras',",-10
pussylips,-100,"'Buckwheat',",-10
pussylover,-100,"'Buckwheats',",-10
pusy,-100,"'mulato',",-10
quashie,-100,"'mulatos',",-10
quickie,-100,"'prairie nigger',",-10
ra8s,-100,"'prairie niggers',",-10
rabbi,-100,"'kyke',",-10
racial,-100,"'kykes',",-10
racist,-100,"'boonie',",-10
radical,-100,"'boonies',",-10
radicals,-100,"'mick',",-10
raghead,-100,"'micks',",-10
randy,-100,"'bluegum',",-10
rearend,-100,"'bluegums',",-10
rearentry,-100,"'spigger',",-10
redlight,-100,"'spiggers',",-10
redneck,-100,"'border bunny',",-10
reestie,-100,"'border bunnies',",-10
refugee,-100,"'kike',",-10
reject,-100,"'kikes',",-10
remains,-100,"'moulignon',",-10
rentafuck,-100,"'moulignons',",-10
republican,-100,"'roundeye',",-10
rere,-100,"'roundeyes',",-10
ribbed,-100,"'ginzo',",-10
rigger,-100,"'ginzos',",-10
rimming,-100,"'Jewbacca',",-10
roach,-100,"'Jewbaccas',",-10
robber,-100,"'booner',",-10
roundeye,-100,"'booners',",-10
russki,-100,"'nigre',",-10
russkie,-100,"'nigres',",-10
sadis,-100,"'scallie',",-10
sadom,-100,"'niger',",-10
samckdaddy,-100,"'nigers',",-10
sandm,-100,"'dinge',",-10
sandnigger,-100,"'dinges',",-10
satan,-100,"'Leb',",-10
scallywag,-100,"'Lebs',",-10
scat,-100,"'Lebbo',",-10
screwyou,-100,"'Lebbos',",-10
seppo,-100,"'sambo',",-10
servant,-100,"'sambos',",-10
sexed,-100,"'Africoon',",-10
sexfarm,-100,"'Africoons',",-10
sexhound,-100,"'ling ling',",-10
sexhouse,-100,"'ling lings',",-10
sexing,-100,"'gub',",-10
sexkitten,-100,"'gubs',",-10
sexpot,-100,"'banana bender',",-10
sexslave,-100,"'banana benders',",-10
sextogo,-100,"'japie',",-10
sextoy,-100,"'japies',",-10
sextoys,-100,"'island nigger',",-10
sexually,-100,"'island niggers',",-10
sexwhore,-100,"'hairyback',",-10
sexy,-100,"'hairybacks',",-10
sexymoma,-100,"'lugan',",-10
sexy-slim,-100,"'lugans',",-10
shag,-100,"'Bog Irish',",-10
shaggin,-100,"'Bog Irishes',",-10
shagging,-100,"'blaxican',",-10
shat,-100,"'blaxicans',",-10
shav,-100,"'moke',",-10
shawtypimp,-100,"'mokes',",-10
sheeney,-100,"'nigor',",-10
shhit,-100,"'nigors',",-10
shinola,-100,"'bix nood',",-10
shitcan,-100,"'bix noods',",-10
shitdick,-100,"'Kushi',",-10
shited,-100,"'Kushis',",-10
shitfaced,-100,"'guala guala',",-10
shitfit,-100,"'guala gualas',",-10
shitforbrains,-100,"'hoosier',",-10
shitfuck,-100,"'hoosiers',",-10
shitfucker,-100,"'thicklips',",-10
shitfull,-100,"'mook',",-10
shithapens,-100,"'mooks',",-10
shithappens,-100,"'muk',",-10
shiting,-100,"'muks',",-10
shitlist,-100,"'soup taker',",-10
shitola,-100,"'soup takers',",-10
shitoutofluck,-100,"'senga',",-10
shitstain,-100,"'sengas',",-10
shitting,-100,"'Cushi',",-10
shoot,-100,"'Cushis',",-10
shooting,-100,"'pogue',",-10
shortfuck,-100,"'pogues',",-10
showtime,-100,"'abo',",-10
sick,-100,"'abos',",-10
sixsixsix,-100,"'ping pang',",-10
sixtynine,-100,"'ping pangs',",-10
sixtyniner,-100,"'proddy dog',",-10
skankbitch,-100,"'proddy dogs',",-10
skankfuck,-100,"'boong',",-10
skankwhore,-100,"'boongs',",-10
skanky,-100,"'dago',",-10
skankybitch,-100,"'dagos',",-10
skankywhore,-100,"'dogun',",-10
skinflute,-100,"'doguns',",-10
skum,-100,"'mocky',",-10
skumbag,-100,"'poppadom',",-10
slant,-100,"'poppadoms',",-10
slanteye,-100,"'Gwat',",-10
slapper,-100,"'Gwats',",-10
slaughter,-100,"'ice nigger',",-10
slav,-100,"'ice niggers',",-10
slavedriver,-100,"'spook',",-10
sleezebag,-100,"'spooks',",-10
sleezeball,-100,"'Afro-Saxon',",-10
slideitin,-100,"'Afro-Saxons',",-10
slime,-100,"'guido',",-10
slimeball,-100,"'guidos',",-10
slimebucket,-100,"'latrino',",-10
slopehead,-100,"'latrinos',",-10
slopey,-100,"'lowlander',",-10
slopy,-100,"'lowlanders',",-10
slutt,-100,"'mockie',",-10
slutting,-100,"'moky',",-10
slutty,-100,"'mokies',",-10
slutwear,-100,"'mosshead',",-10
slutwhore,-100,"'mossheads',",-10
smack,-100,"'African catfish',",-10
smackthemonkey,-100,"'African catfishes',",-10
snatchpatch,-100,"'gyppy',",-10
snigger,-100,"'gyppies',",-10
sniggered,-100,"'timber nigger',",-10
sniggering,-100,"'timber niggers',",-10
sniggers,-100,"'Americoon',",-10
snigger's,-100,"'Americoons',",-10
snot,-100,"'camel cowboy',",-10
snowback,-100,"'camel cowboies',",-10
snownigger,-100,"'eh hole',",-10
sob,-100,"'eh holes',",-10
sodomise,-100,"'Hunyak',",-10
sodomite,-100,"'Hunyaks',",-10
sodomize,-100,"'slopehead',",-10
sodomy,-100,"'slopeheads',",-10
sonofabitch,-100,"'teabagger',",-10
sonofbitch,-100,"'teabaggers',",-10
sooty,-100,"'Armo',",-10
sos,-100,"'Armos',",-10
soviet,-100,"'bitch',",-10
spaghettibender,-100,"'bitches',",-10
spaghettinigger,-100,"'greaser',",-10
spank,-100,"'greasers',",-10
spankthemonkey,-100,"'Honyock',",-10
spermacide,-100,"'Honyocks',",-10
spermbag,-100,"'mud person',",-10
spermhearder,-100,"'mud persons',",-10
spermherder,-100,"'pineapple nigger',",-10
spig,-100,"'pineapple niggers',",-10
spigotty,-100,"'retarded',",-10
spit,-100,"'semihole',",-10
spitter,-100,"'semiholes',",-10
splittail,-100,"'Amo',",-10
spreadeagle,-100,"'Amos',",-10
spunky,-100,"'border nigger',",-10
squaw,-100,"'border niggers',",-10
stagg,-100,"'buckra',",-10
strapon,-100,"'buckras',",-10
stringer,-100,"'burrhead',",-10
stripclub,-100,"'burrheads',",-10
stroking,-100,"'cab nigger',",-10
stupidfuck,-100,"'cab niggers',",-10
stupidfucker,-100,"'carpet pilot',",-10
suckdick,-100,"'carpet pilots',",-10
sucker,-100,"'pancake face',",-10
suckme,-100,"'pancake faces',",-10
suckmyass,-100,"'spigotty',",-10
suckmydick,-100,"'spigotties',",-10
suckmytit,-100,"'carrot snapper',",-10
suckoff,-100,"'carrot snappers',",-10
suicide,-100,"'chili shitter',",-10
swallow,-100,"'chili shitters',",-10
swallower,-100,"'curry slurper',",-10
swalow,-100,"'curry slurpers',",-10
swastika,-100,"'ghetto hamster',",-10
sweetness,-100,"'ghetto hamsters',",-10
syphilis,-100,"'ice monkey',",-10
taboo,-100,"'ice monkies',",-10
taff,-100,"'roofucker',",-10
tang,-100,"'roofuckers',",-10
tantra,-100,"'Velcro head',",-10
tarbaby,-100,"'Velcro heads',",-10
terror,-100,"'wiggerette',",-10
terrorist,-100,"'wiggerettes',",-10
testicles,-100,"'beach nigger',",-10
thicklips,-100,"'beach niggers',",-10
thirdeye,-100,"'bean dipper',",-10
thirdleg,-100,"'bean dippers',",-10
threesome,-100,"'bog hopper',",-10
threeway,-100,"'bog hoppers',",-10
timbernigger,-100,"'Buddhahead',",-10
titbitnipply,-100,"'Buddhaheads',",-10
titfucker,-100,"'camel jacker',",-10
titfuckin,-100,"'camel jackers',",-10
titjob,-100,"'Caublasian',",-10
titlicker,-100,"'Caublasians',",-10
titlover,-100,"'cave nigger',",-10
tittie,-100,"'cave niggers',",-10
tnt,-100,"'cow kisser',",-10
toilet,-100,"'cow kissers',",-10
tongethruster,-100,"'dune nigger',",-10
tongue,-100,"'dune niggers',",-10
tonguethrust,-100,"'four by two',",-10
tonguetramp,-100,"'four by twos',",-10
tortur,-100,"'fresh off the boat',",-10
torture,-100,"'fresh off the boats',",-10
tosser,-100,"'gin jockey',",-10
towelhead,-100,"'gin jockies',",-10
trailertrash,-100,"'golliwog',",-10
trannie,-100,"'golliwogs',",-10
tranny,-100,"'guinea',",-10
transexual,-100,"'guineas',",-10
transvestite,-100,"'Jim Fish',",-10
triplex,-100,"'Jim Fishes',",-10
trisexual,-100,"'mackerel snapper',",-10
trojan,-100,"'mackerel snappers',",-10
trots,-100,"'octroon',",-10
tuckahoe,-100,"'octroons',",-10
tunneloflove,-100,"'pohm',",-10
turnon,-100,"'pohms',",-10
twink,-100,"'pussy',",-10
twinkie,-100,"'pussies',",-10
twobitwhore,-100,"'Russellite',",-10
uck,-100,"'Russellites',",-10
uk,-100,"'spice nigger',",-10
unfuckable,-100,"'spice niggers',",-10
upskirt,-100,"'uncivilized',",-10
uptheass,-100,"'Whipped',",-10
upthebutt,-100,"'albino',",-10
urinary,-100,"'albinos',",-10
urinate,-100,"'ape',",-10
usama,-100,"'apes',",-10
vaginal,-100,"'Aunt Jemima',",-10
vatican,-100,"'Aunt Jemimas',",-10
vibr,-100,"'buckethead',",-10
vibrater,-100,"'bucketheads',",-10
vibrator,-100,"'Chinese wetback',",-10
vietcong,-100,"'Chinese wetbacks',",-10
violence,-100,"'chug',",-10
virginbreaker,-100,"'chugs',",-10
wab,-100,"'curry stinker',",-10
wanking,-100,"'curry stinkers',",-10
waysted,-100,"'dyke jumper',",-10
weapon,-100,"'dyke jumpers',",-10
welcher,-100,"'eight ball',",-10
welfare,-100,"'eight balls',",-10
wetb,-100,"'gun burglar',",-10
wetspot,-100,"'gun burglars',",-10
whacker,-100,"'ikey mo',",-10
whash,-100,"'ikey mos',",-10
whigger,-100,"'lawn jockey',",-10
whiskey,-100,"'lawn jockies',",-10
whiskeydick,-100,"'leprechaun',",-10
whiskydick,-100,"'leprechauns',",-10
whit,-100,"'mutt',",-10
whitenigger,-100,"'mutts',",-10
whites,-100,"'negro',",-10
whitetrash,-100,"'negros',",-10
whop,-100,<8a><97><85>negroes<8a><97><c8>,-10
whorefucker,-100,"'nitchee',",-10
willie,-100,"'nitchees',",-10
williewanker,-100,"'sooty',",-10
willy,-100,"'sooties',",-10
wn,-100,"'spick',",-10
wog,-100,"'spicks',",-10
women's,-100,"'tinkard',",-10
wuss,-100,"'tinkards',",-10
wuzzie,-100,"'uncircumcised baboon',",-10
xtc,-100,"'uncircumcised baboons',",-10
yankee,-100,"'zigabo',",-10
yellowman,-100,"'zigabos',",-10
zigabo,-100,"'abbo',",-10
zipperhead,-100,"'abbos',",-10
4r5e,-100,"'Anglo',",-10
50 yard cunt punt<ca><ca><ca>,-100,"'Anglos',",-10
5h1t,-100,"'Aunt Jane',",-10
5hit,-100,"'Aunt Janes',",-10
a_s_s,-100,"'Aunt Mary',",-10
a2m,-100,"'Aunt Maries',",-10
anal impaler<ca><ca><ca>,-100,"'Aunt Sally',",-10
anal leakage<ca><ca><ca>,-100,"'Aunt Sallies',",-10
ar5e,-100,"'azn',",-10
arrse,-100,"'azns',",-10
ass fuck<ca><ca><ca>,-100,"'bamboo coon',",-10
ass-fucker,-100,"'bamboo coons',",-10
assfukka,-100,"'banana lander',",-10
ass-hole,-100,"'banana landers',",-10
assmucus<ca><ca><ca>,-100,"'banjo lips',",-10
asswhole,-100,"'bans and cans',",-10
autoerotic,-100,"'beaner shnitzel',",-10
b!tch,-100,"'beaner shnitzels',",-10
b00bs,-100,"'beaney',",-10
b17ch,-100,"'beanies',",-10
ballbag,-100,"'Bengali',",-10
bang (one's) box<ca><ca><ca>,-100,"'Bengalis',",-10
bangbros,-100,"'bhrempti',",-10
bareback,-100,"'bhremptis',",-10
beef curtain<ca><ca><ca>,-100,"'bird',",-10
bellend,-100,"'birds',",-10
bi+ch,-100,"'bitter clinger',",-10
bimbos,-100,"'bitter clingers',",-10
birdlock,-100,"'black Barbie',",-10
bitch tit<ca><ca><ca>,-100,"'black Barbies',",-10
bitchers,-100,"'black dago',",-10
bloody,-100,"'black dagos',",-10
blow me<ca><ca><ca>,-100,"'blockhead',",-10
blow mud<ca><ca><ca>,-100,"'blockheads',",-10
blue waffle<ca><ca><ca>,-100,"'bog jumper',",-10
blumpkin<ca><ca><ca>,-100,"'bog jumpers',",-10
boiolas,-100,"'boon',",-10
booobs,-100,"'boons',",-10
boooobs,-100,"'boonga',",-10
booooobs,-100,"'boongas',",-10
booooooobs,-100,"'Bounty bar',",-10
buceta,-100,"'Bounty bars',",-10
bum,-100,"'boxhead',",-10
bunny fucker,-100,"'boxheads',",-10
bust a load<ca><ca><ca>,-100,"'brass ankle',",-10
butt fuck<ca><ca><ca>,-100,"'brass ankles',",-10
butthole,-100,"'brownie',",-10
buttmuch,-100,"'brownies',",-10
c0cksucker,-100,"'buffie',",-10
carpet muncher,-100,"'buffies',",-10
choade<ca><ca><ca>,-100,"'bug eater',",-10
chota bags<ca><ca><ca>,-100,"'bug eaters',",-10
cipa,-100,"'buk buk',",-10
clit licker<ca><ca><ca>,-100,"'buk buks',",-10
clitty litter<ca><ca><ca>,-100,"'bumblebee',",-10
clusterfuck,-100,"'bumblebees',",-10
cnut,-100,"'bung',",-10
cock pocket<ca><ca><ca>,-100,"'bungs',",-10
cock snot<ca><ca><ca>,-100,"'bunga',",-10
cockface,-100,"'bungas',",-10
cockmunch,-100,"'butterhead',",-10
cockmuncher,-100,"'butterheads',",-10
cock-sucker,-100,"'can eater',",-10
cocksucks,-100,"'can eaters',",-10
cocksuka,-100,"'celestial',",-10
cocksukka,-100,"'celestials',",-10
cok,-100,"'Charlie',",-10
cokmuncher,-100,"'Charlies',",-10
coksucka,-100,"'chee chee',",-10
cop some wood<ca><ca><ca>,-100,"'chee chees',",-10
cornhole<ca><ca><ca>,-100,"'chi chi',",-10
corp whore<ca><ca><ca>,-100,"'chi chis',",-10
cox,-100,"'chigger',",-10
cum chugger<ca><ca><ca>,-100,"'chiggers',",-10
cum dumpster<ca><ca><ca>,-100,"'chinig',",-10
cum freak<ca><ca><ca>,-100,"'chinigs',",-10
cum guzzler<ca><ca><ca>,-100,"'chink a billy',",-10
cumdump<ca><ca><ca>,-100,"'chink a billies',",-10
cums,-100,"'chunky',",-10
cunt hair<ca><ca><ca>,-100,"'chunkies',",-10
cuntbag<ca><ca><ca>,-100,"'clam',",-10
cuntsicle<ca><ca><ca>,-100,"'clams',",-10
cunt-struck<ca><ca><ca>,-100,"'clamhead',",-10
cut rope<ca><ca><ca>,-100,"'clamheads',",-10
cyalis,-100,"'colored',",-10
cyberfuc,-100,"'coloured',",-10
cyberfuck,-100,"'crow',",-10
cyberfucked,-100,"'crows',",-10
cyberfucker,-100,"'dego',",-10
cyberfuckers,-100,"'degos',",-10
cyberfucking,-100,"'dink',",-10
dick hole<ca><ca><ca>,-100,"'dinks',",-10
dick shy<ca><ca><ca>,-100,"'dogan',",-10
dinks,-100,"'dogans',",-10
dirsa,-100,"'domes',",-10
dirty Sanchez<ca><ca><ca>,-100,"'dot head',",-10
dlck,-100,"'dot heads',",-10
dog-fucker,-100,"'eggplant',",-10
doggie style,-100,"'eggplants',",-10
doggin,-100,"'Fairy',",-10
dogging,-100,"'Fairies',",-10
donkeyribber,-100,"'fez',",-10
duche,-100,"'fezs',",-10
eat a dick<ca><ca><ca>,-100,"'FOB',",-10
eat hair pie<ca><ca><ca>,-100,"'FOBs',",-10
ejaculates,-100,"'fog nigger',",-10
ejaculatings,-100,"'fog niggers',",-10
ejakulate,-100,"'fuzzy',",-10
f u c k,-100,"'fuzzies',",-10
f u c k e r,-100,"'fuzzy wuzzy',",-10
f_u_c_k,-100,"'fuzzy wuzzies',",-10
f4nny,-100,"'gable',",-10
facial<ca><ca><ca>,-100,"'gables',",-10
faggitt,-100,"'Gerudo',",-10
faggs,-100,"'Gerudos',",-10
fagots,-100,"'gew',",-10
fanny,-100,"'gews',",-10
fannyflaps,-100,"'ghetto',",-10
fanyy,-100,"'ghettos',",-10
fcuk,-100,"'gipp',",-10
fcuker,-100,"'gipps',",-10
fcuking,-100,"'gook eye',",-10
feck,-100,"'gook eyes',",-10
fecker,-100,"'gyppie',",-10
fingerfucks,-100,"'heinie',",-10
fist fuck<ca><ca><ca>,-100,"'heinies',",-10
fistfuckers,-100,"'ho',",-10
fistfuckings,-100,"'hos',",-10
fistfucks,-100,"'hoe',",-10
flog the log<ca><ca><ca>,-100,"'hoes',",-10
fook,-100,"'Honyak',",-10
fooker,-100,"'Honyaks',",-10
fuck hole<ca><ca><ca>,-100,"'Hunkie',",-10
fuck puppet<ca><ca><ca>,-100,"'Hunkies',",-10
fuck trophy<ca><ca><ca>,-100,"'Hunky',",-10
fuck yo mama<ca><ca><ca>,-100,"'Hunyock',",-10
fuck<ca><ca><ca>,-100,"'Hunyocks',",-10
fuck-ass<ca><ca><ca>,-100,"'ike',",-10
fuck-bitch<ca><ca><ca>,-100,"'ikes',",-10
fuckheads,-100,"'ikey',",-10
fuckings,-100,"'ikies',",-10
fuckingshitmotherfucker,-100,"'iky',",-10
fuckmeat<ca><ca><ca>,-100,"'jig',",-10
fucktoy<ca><ca><ca>,-100,"'jigs',",-10
fuckwhit,-100,"'jigarooni',",-10
fudge packer,-100,"'jigaroonis',",-10
fuker,-100,"'jijjiboo',",-10
fukker,-100,"'jijjiboos',",-10
fukkin,-100,"'kotiya',",-10
fukwhit,-100,"'kotiyas',",-10
fukwit,-100,"'mickey',",-10
fux,-100,"'mickies',",-10
fux0r,-100,"'moch',",-10
gangbang<ca><ca><ca>,-100,"'moches',",-10
gang-bang<ca><ca><ca>,-100,"'mock',",-10
gangbangs,-100,"'mocks',",-10
gassy ass<ca><ca><ca>,-100,"'mong',",-10
gaylord,-100,"'mongs',",-10
god damn,-100,"'monkey',",-10
god-dam,-100,"'monkies',",-10
god-damned,-100,"'Moor',",-10
ham flap<ca><ca><ca>,-100,"'Moors',",-10
hardcoresex,-100,"'moss eater',",-10
heshe,-100,"'moss eaters',",-10
hoar,-100,"'moxy',",-10
hoare,-100,"'moxies',",-10
hoer,-100,"'muktuk',",-10
homoerotic,-100,"'muktuks',",-10
hotsex,-100,"'mung',",-10
how to kill,-100,"'mungs',",-10
how to murdep,-100,"'munt',",-10
jack-off,-100,"'munts',",-10
jerk-off,-100,"'ned',",-10
kawk,-100,"'net head',",-10
kinky Jesus<ca><ca><ca>,-100,"'net heads',",-10
knob,-100,"'nichi',",-10
knob end,-100,"'nichis',",-10
knobead,-100,"'nichiwa',",-10
knobed,-100,"'nichiwas',",-10
knobhead,-100,"'nidge',",-10
knobjocky,-100,"'nidges',",-10
knobjokey,-100,"'nip',",-10
kondums,-100,"'nips',",-10
kwif<ca><ca><ca>,-100,"'nitchie',",-10
l3i+ch,-100,"'nitchies',",-10
l3itch,-100,"'nitchy',",-10
LEN,-100,"'Orangie',",-10
lust,-100,"'Orangies',",-10
lusting,-100,"'Oreo',",-10
m0f0,-100,"'Oreos',",-10
m0fo,-100,"'papoose',",-10
m45terbate,-100,"'papooses',",-10
ma5terb8,-100,"'piky',",-10
ma5terbate,-100,"'pinto',",-10
mafugly<ca><ca><ca>,-100,"'pintos',",-10
masochist,-100,"'pointy head',",-10
masterb8,-100,"'pointy heads',",-10
masterbat*,-100,"'pollo',",-10
masterbat3,-100,"'pollos',",-10
master-bate,-100,"'pom',",-10
masterbations,-100,"'poms',",-10
mof0,-100,"'pommie grant',",-10
mo-fo,-100,"'pommie grants',",-10
mothafuckas,-100,"'Punjab',",-10
mothafuckers,-100,"'Punjabs',",-10
mothafucks,-100,"'rube',",-10
mother fucker,-100,"'rubes',",-10
mother fucker<ca><ca><ca>,-100,"'sawney',",-10
motherfuckers,-100,"'sawnies',",-10
motherfuckka,-100,"'scag',",-10
motherfucks,-100,"'scags',",-10
muff puff<ca><ca><ca>,-100,"'seppo',",-10
mutha,-100,"'seppos',",-10
muthafecker,-100,"'septic',",-10
muthafuckker,-100,"'septics',",-10
muther,-100,"'shant',",-10
n1gga,-100,"'shants',",-10
n1gger,-100,"'sheeny',",-10
need the dick<ca><ca><ca>,-100,"'sheenies',",-10
nigg3r,-100,"'sheepfucker',",-10
nigg4h,-100,"'sheepfuckers',",-10
nob,-100,"'Shelta',",-10
nob jokey,-100,"'Sheltas',",-10
nobhead,-100,"'shiner',",-10
nobjocky,-100,"'shiners',",-10
nobjokey,-100,"'shit kicker',",-10
numbnuts,-100,"'shit kickers',",-10
nut butter<ca><ca><ca>,-100,"'Shy',",-10
nutsack,-100,"'Shies',",-10
omg,-100,"'sideways cooter',",-10
orgasims,-100,"'sideways cooters',",-10
orgasms,-100,"'skag',",-10
p0rn,-100,"'skags',",-10
pawn,-100,"'Skippy',",-10
penisfucker,-100,"'Skippies',",-10
phuks,-100,"'slag',",-10
pigfucker,-100,"'slags',",-10
pimpis,-100,"'slant',",-10
pissers,-100,"'slants',",-10
pissflaps,-100,"'slit',",-10
pornos,-100,"'slits',",-10
pricks,-100,"'slope',",-10
pron,-100,"'slopes',",-10
pusse,-100,"'slopey',",-10
pussi,-100,"'slopies',",-10
pussy fart<ca><ca><ca>,-100,"'slopy',",-10
pussy palace<ca><ca><ca>,-100,"'smoke jumper',",-10
pussys,-100,"'smoke jumpers',",-10
queaf<ca><ca><ca>,-100,"'smoked Irish',",-10
rimjaw,-100,"'smoked Irishes',",-10
s hit,-100,"'smoked Irishman',",-10
s_h_i_t,-100,"'smoked Irishmans',",-10
sandbar<ca><ca><ca>,-100,"'sole',",-10
sausage queen<ca><ca><ca>,-100,"'soles',",-10
screwing,-100,"'spickaboo',",-10
scroat,-100,"'spickaboos',",-10
sh!+,-100,"'spig',",-10
sh!t,-100,"'spigs',",-10
shagger,-100,"'spik',",-10
shemale,-100,"'spiks',",-10
shi+,-100,"'spink',",-10
shit fucker<ca><ca><ca>,-100,"'spinks',",-10
shitey,-100,"'squarehead',",-10
shitings,-100,"'squareheads',",-10
shitters,-100,"'squinty',",-10
shittings,-100,"'squinties',",-10
slope<ca><ca><ca>,-100,"'stovepipe',",-10
slut bucket<ca><ca><ca>,-100,"'stovepipes',",-10
son-of-a-bitch,-100,"'sub human',",-10
spac,-100,"'sub humans',",-10
t1tt1e5,-100,"'sucker fish',",-10
t1tties,-100,"'sucker fishes',",-10
teets,-100,"'Taffy',",-10
teez,-100,"'Taffies',",-10
testical,-100,"'teapot',",-10
tit wank<ca><ca><ca>,-100,"'teapots',",-10
titt,-100,"'tenker',",-10
tittie5,-100,"'tenkers',",-10
tittywank,-100,"'tincker',",-10
titwank,-100,"'tinckers',",-10
tw4t,-100,"'tinkar',",-10
twathead,-100,"'tinkars',",-10
twatty,-100,"'tinker',",-10
twunt,-100,"'tinkers',",-10
twunter,-100,"'tinkere',",-10
v14gra,-100,"'tinkeres',",-10
v1gra,-100,"'trash',",-10
w00se,-100,"'trashes',",-10
wanky,-100,"'tree jumper',",-10
whoar,-100,"'tree jumpers',",-10
willies,-100,"'tunnel digger',",-10
xrated,-100,"'tunnel diggers',",-10
